customer_id,tenure_months,monthly_charges,contract_type,support_tickets_last_90d,payment_method,on_promo,churned
CUST_01949,10.2,60.92,one-year,1,credit_card,1,0
CUST_01950,1.7,38.53,one-year,2,direct_debit,0,1
CUST_01951,4.5,61.62,two-year,3,credit_card,0,1
CUST_01952,16.4,50.39,one-year,0,credit_card,1,0
CUST_01953,23.9,110.79,month-to-month,1,credit_card,0,0
CUST_01954,72.0,59.2,two-year,3,credit_card,0,1
CUST_01955,48.7,31.92,one-year,0,paypal,1,1
CUST_01956,18.5,57.32,month-to-month,2,direct_debit,1,0
CUST_01957,9.8,70.39,one-year,1,paypal,0,1
CUST_01958,18.2,93.47,two-year,2,direct_debit,1,0
CUST_01959,27.7,48.21,one-year,1,direct_debit,0,1
CUST_01960,2.3,28.35,month-to-month,3,direct_debit,0,0
CUST_01961,9.5,76.34,one-year,3,paypal,0,1
CUST_01962,33.0,32.39,month-to-month,3,credit_card,1,1
CUST_01963,8.7,51.28,month-to-month,3,credit_card,0,1
CUST_01964,15.3,54.85,month-to-month,2,direct_debit,0,0
CUST_01965,16.0,58.61,month-to-month,2,paypal,0,0
CUST_01966,3.7,73.78,month-to-month,3,paypal,1,0
CUST_01967,8.1,46.33,month-to-month,1,direct_debit,0,0
CUST_01968,7.3,54.53,one-year,5,credit_card,0,1
CUST_01969,0.5,59.71,one-year,2,credit_card,0,1
CUST_01970,0.4,62.99,two-year,1,paypal,0,0
CUST_01971,32.1,61.96,month-to-month,1,credit_card,0,0
CUST_01972,5.7,68.72,month-to-month,2,credit_card,1,1
CUST_01973,13.1,76.88,two-year,6,paypal,0,1
CUST_01974,6.4,67.85,month-to-month,3,credit_card,1,1
CUST_01975,50.8,69.07,one-year,1,direct_debit,0,1
CUST_01976,5.4,28.36,one-year,5,direct_debit,0,0
CUST_01977,10.1,61.0,month-to-month,3,credit_card,0,0
CUST_01978,37.1,69.59,two-year,5,credit_card,0,0
CUST_01979,33.2,74.58,one-year,2,credit_card,1,0
CUST_01980,3.7,46.15,month-to-month,0,direct_debit,1,1
CUST_01981,29.2,46.82,month-to-month,0,direct_debit,0,1
CUST_01982,11.0,48.52,month-to-month,1,credit_card,0,0
CUST_01983,11.9,70.73,month-to-month,2,paypal,0,1
CUST_01984,2.6,80.68,month-to-month,3,credit_card,0,1
CUST_01985,1.5,51.85,month-to-month,2,credit_card,1,0
CUST_01986,23.4,78.16,month-to-month,2,credit_card,1,0
CUST_01987,12.3,62.47,two-year,3,credit_card,0,0
CUST_01988,10.3,57.51,month-to-month,1,paypal,0,0
CUST_01989,23.5,55.77,month-to-month,6,credit_card,0,1
CUST_01990,26.1,74.93,month-to-month,0,credit_card,1,1
CUST_01991,3.1,66.51,month-to-month,2,paypal,0,0
CUST_01992,17.0,105.52,month-to-month,5,direct_debit,0,1
CUST_01993,2.6,42.96,month-to-month,0,credit_card,0,1
CUST_01994,25.1,70.36,month-to-month,1,paypal,0,1
CUST_01995,19.3,49.42,one-year,0,direct_debit,0,0
CUST_01996,56.5,42.61,two-year,1,credit_card,1,1
CUST_01997,1.3,59.78,month-to-month,6,direct_debit,1,1
CUST_01998,1.1,62.75,month-to-month,2,paypal,0,1
CUST_01999,6.0,118.36,one-year,2,direct_debit,0,1
CUST_02000,5.5,56.32,one-year,1,direct_debit,0,0
CUST_02001,5.1,37.4,month-to-month,1,paypal,1,1
CUST_02002,42.6,65.46,two-year,1,direct_debit,0,1
CUST_02003,5.2,18.51,month-to-month,1,credit_card,1,0
CUST_02004,5.7,58.16,month-to-month,1,credit_card,1,0
CUST_02005,25.6,60.32,one-year,0,direct_debit,0,1
CUST_02006,10.8,75.89,two-year,2,credit_card,0,1
CUST_02007,27.0,79.47,one-year,1,paypal,1,1
CUST_02008,1.2,49.93,month-to-month,1,credit_card,0,1
CUST_02009,12.0,56.99,month-to-month,1,direct_debit,0,1
CUST_02010,0.6,44.68,month-to-month,3,direct_debit,0,1
CUST_02011,1.2,37.44,month-to-month,3,direct_debit,0,1
CUST_02012,42.6,66.2,one-year,3,credit_card,1,1
CUST_02013,2.7,34.53,one-year,1,credit_card,0,1
CUST_02014,13.7,51.71,one-year,4,direct_debit,0,1
CUST_02015,9.5,40.1,two-year,0,paypal,1,0
CUST_02016,7.7,70.99,month-to-month,3,direct_debit,0,0
CUST_02017,41.4,96.03,two-year,5,credit_card,1,1
CUST_02018,0.4,33.97,one-year,1,credit_card,0,0
CUST_02019,19.6,22.94,month-to-month,5,paypal,0,1
CUST_02020,59.5,57.5,one-year,2,paypal,0,1
CUST_02021,14.8,60.31,month-to-month,3,credit_card,1,1
CUST_02022,49.7,64.37,one-year,0,direct_debit,1,1
CUST_02023,1.0,51.07,month-to-month,3,credit_card,0,1
CUST_02024,9.8,55.99,month-to-month,0,direct_debit,1,1
CUST_02025,5.4,67.35,one-year,1,paypal,1,0
CUST_02026,23.6,80.81,one-year,1,credit_card,0,0
CUST_02027,71.6,20.9,month-to-month,1,direct_debit,0,0
CUST_02028,5.3,52.62,month-to-month,2,credit_card,0,0
CUST_02029,19.1,64.28,month-to-month,6,credit_card,0,0
CUST_02030,4.0,41.64,month-to-month,2,direct_debit,0,1
CUST_02031,15.0,94.62,two-year,3,credit_card,0,1
CUST_02032,11.2,47.29,two-year,2,direct_debit,0,0
CUST_02033,64.4,59.17,month-to-month,7,credit_card,0,0
CUST_02034,16.9,71.12,one-year,3,direct_debit,0,1
CUST_02035,7.7,48.17,month-to-month,0,credit_card,0,0
CUST_02036,2.2,23.07,one-year,2,direct_debit,0,0
CUST_02037,3.0,51.43,month-to-month,0,direct_debit,0,1
CUST_02038,4.6,80.59,month-to-month,2,paypal,1,1
CUST_02039,5.2,53.26,one-year,1,paypal,0,0
CUST_02040,34.2,43.07,month-to-month,0,credit_card,0,1
CUST_02041,14.8,78.51,one-year,0,credit_card,0,1
CUST_02042,13.3,53.38,one-year,1,direct_debit,0,0
CUST_02043,2.2,49.8,month-to-month,2,direct_debit,1,0
CUST_02044,35.4,62.99,month-to-month,1,credit_card,0,1
CUST_02045,23.1,75.42,two-year,2,credit_card,0,0
CUST_02046,1.3,107.63,one-year,2,direct_debit,0,1
CUST_02047,22.1,76.54,month-to-month,2,paypal,0,1
CUST_02048,14.1,83.2,month-to-month,0,paypal,0,1
CUST_02049,1.5,49.88,one-year,2,credit_card,0,1
CUST_02050,11.0,39.48,month-to-month,3,credit_card,0,1
CUST_02051,11.9,61.25,month-to-month,1,credit_card,1,0
CUST_02052,3.3,62.14,month-to-month,1,direct_debit,0,1
CUST_02053,52.4,38.43,two-year,2,direct_debit,0,1
CUST_02054,34.1,56.49,one-year,3,direct_debit,0,1
CUST_02055,19.9,67.99,two-year,2,direct_debit,1,1
CUST_02056,11.2,67.21,one-year,2,credit_card,0,0
CUST_02057,9.6,70.09,two-year,3,credit_card,0,1
CUST_02058,18.9,65.82,month-to-month,1,paypal,0,1
CUST_02059,14.2,49.86,one-year,4,credit_card,0,1
CUST_02060,1.2,49.72,month-to-month,2,credit_card,0,0
CUST_02061,12.9,36.02,one-year,2,direct_debit,1,0
CUST_02062,29.6,95.7,month-to-month,1,direct_debit,0,1
CUST_02063,11.1,60.27,month-to-month,1,paypal,1,0
CUST_02064,1.0,55.5,two-year,2,credit_card,0,1
CUST_02065,27.8,41.42,two-year,3,direct_debit,1,0
CUST_02066,4.0,118.71,month-to-month,1,direct_debit,0,0
CUST_02067,5.4,38.53,one-year,3,paypal,0,0
CUST_02068,3.2,51.42,month-to-month,2,direct_debit,1,0
CUST_02069,7.2,68.32,month-to-month,4,paypal,0,1
CUST_02070,25.4,72.0,one-year,4,credit_card,1,1
CUST_02071,13.2,79.16,month-to-month,2,direct_debit,0,1
CUST_02072,4.1,96.15,two-year,3,credit_card,1,0
CUST_02073,37.8,70.12,month-to-month,2,credit_card,0,0
CUST_02074,38.1,38.88,one-year,1,credit_card,1,1
CUST_02075,36.8,54.86,one-year,1,direct_debit,0,1
CUST_02076,4.9,66.16,month-to-month,0,credit_card,0,1
CUST_02077,10.8,101.36,month-to-month,1,paypal,1,1
CUST_02078,72.0,32.04,one-year,2,direct_debit,1,1
CUST_02079,26.6,84.05,one-year,3,credit_card,0,0
CUST_02080,0.5,63.6,month-to-month,2,direct_debit,0,0
CUST_02081,1.2,76.76,month-to-month,0,credit_card,0,0
CUST_02082,11.2,57.96,month-to-month,2,credit_card,0,0
CUST_02083,43.2,43.15,month-to-month,2,direct_debit,0,0
CUST_02084,13.9,75.02,month-to-month,1,paypal,1,0
CUST_02085,12.4,73.09,month-to-month,1,direct_debit,0,1
CUST_02086,2.0,79.44,one-year,1,paypal,0,1
CUST_02087,19.2,59.73,one-year,3,direct_debit,1,1
CUST_02088,31.1,48.0,two-year,1,credit_card,0,0
CUST_02089,8.6,28.82,one-year,2,direct_debit,0,0
CUST_02090,26.9,76.39,two-year,1,direct_debit,1,0
CUST_02091,60.1,68.48,month-to-month,0,credit_card,1,0
CUST_02092,4.1,40.68,one-year,4,paypal,1,1
CUST_02093,13.3,49.23,two-year,0,direct_debit,1,0
CUST_02094,6.1,50.66,one-year,3,credit_card,0,0
CUST_02095,28.3,30.34,month-to-month,0,paypal,0,0
CUST_02096,15.5,43.65,one-year,1,credit_card,1,0
CUST_02097,18.1,37.32,two-year,1,paypal,0,0
CUST_02098,28.8,51.75,one-year,0,credit_card,0,1
CUST_02099,9.1,45.23,month-to-month,0,direct_debit,1,1
CUST_02100,44.4,27.46,one-year,4,direct_debit,1,1
CUST_02101,13.7,100.45,two-year,1,direct_debit,0,0
CUST_02102,3.1,85.05,month-to-month,0,credit_card,1,1
CUST_02103,21.4,44.42,one-year,0,credit_card,1,0
CUST_02104,28.4,65.45,month-to-month,3,credit_card,1,0
CUST_02105,6.9,68.35,one-year,1,paypal,1,1
CUST_02106,35.0,83.82,one-year,3,credit_card,0,1
CUST_02107,42.6,43.63,month-to-month,2,direct_debit,1,1
CUST_02108,5.8,81.84,month-to-month,2,paypal,0,1
CUST_02109,72.0,49.04,one-year,1,paypal,1,1
CUST_02110,2.7,33.28,month-to-month,1,credit_card,1,1
CUST_02111,4.1,74.48,month-to-month,0,paypal,0,1
CUST_02112,3.7,85.82,one-year,0,credit_card,0,0
CUST_02113,40.4,111.76,month-to-month,5,direct_debit,0,0
CUST_02114,19.1,36.01,month-to-month,0,direct_debit,1,0
CUST_02115,3.0,73.98,two-year,5,credit_card,1,1
CUST_02116,10.4,51.8,month-to-month,1,credit_card,0,0
CUST_02117,17.2,75.67,month-to-month,1,direct_debit,0,0
CUST_02118,1.6,30.59,one-year,0,credit_card,1,0
CUST_02119,38.5,34.74,one-year,1,paypal,0,1
CUST_02120,29.3,44.48,two-year,1,credit_card,0,0
CUST_02121,12.7,61.58,two-year,3,paypal,0,0
CUST_02122,61.5,47.18,one-year,0,direct_debit,1,1
CUST_02123,9.7,73.18,month-to-month,3,paypal,1,1
CUST_02124,72.0,80.54,month-to-month,3,direct_debit,0,0
CUST_02125,19.8,71.99,month-to-month,3,paypal,0,1
CUST_02126,18.1,92.38,month-to-month,1,credit_card,0,1
CUST_02127,3.3,68.32,one-year,1,direct_debit,1,1
CUST_02128,38.5,35.66,one-year,2,credit_card,0,0
CUST_02129,10.0,87.27,month-to-month,0,credit_card,0,0
CUST_02130,3.2,47.9,one-year,2,direct_debit,0,0
CUST_02131,0.2,78.21,month-to-month,2,direct_debit,1,0
CUST_02132,14.8,91.47,month-to-month,1,credit_card,0,1
CUST_02133,13.5,69.13,one-year,0,direct_debit,0,0
CUST_02134,22.9,30.08,month-to-month,3,direct_debit,1,1
CUST_02135,39.8,41.64,month-to-month,2,credit_card,1,0
CUST_02136,1.5,86.45,month-to-month,1,direct_debit,0,1
CUST_02137,23.7,56.62,month-to-month,1,direct_debit,0,1
CUST_02138,3.7,61.59,one-year,1,credit_card,0,1
CUST_02139,35.2,75.18,two-year,0,direct_debit,0,0
CUST_02140,30.8,73.93,month-to-month,3,direct_debit,0,0
CUST_02141,14.0,65.58,month-to-month,3,paypal,0,1
CUST_02142,22.3,55.83,one-year,1,credit_card,0,1
CUST_02143,6.8,53.75,two-year,2,paypal,1,0
CUST_02144,11.5,77.16,month-to-month,2,credit_card,0,0
CUST_02145,31.0,71.07,month-to-month,6,credit_card,0,1
CUST_02146,11.1,54.85,one-year,1,credit_card,0,1
CUST_02147,8.0,81.64,one-year,1,paypal,0,1
CUST_02148,12.3,57.42,month-to-month,3,direct_debit,0,1
CUST_02149,31.7,42.97,one-year,2,credit_card,1,1
CUST_02150,7.3,44.82,month-to-month,1,credit_card,0,1
CUST_02151,3.4,40.43,month-to-month,0,credit_card,1,1
CUST_02152,22.4,54.55,month-to-month,1,credit_card,0,0
CUST_02153,31.5,84.67,two-year,2,direct_debit,0,0
CUST_02154,1.9,43.9,month-to-month,2,direct_debit,0,0
CUST_02155,4.9,63.77,month-to-month,1,paypal,0,0
CUST_02156,2.8,46.87,month-to-month,3,paypal,1,0
CUST_02157,7.7,54.79,two-year,1,direct_debit,1,1
CUST_02158,10.8,29.8,month-to-month,2,credit_card,0,1
CUST_02159,24.9,55.59,month-to-month,3,credit_card,0,1
CUST_02160,19.0,56.13,month-to-month,6,direct_debit,0,0
CUST_02161,17.5,70.81,one-year,4,direct_debit,1,0
CUST_02162,7.8,64.47,month-to-month,2,direct_debit,0,0
CUST_02163,33.2,36.03,month-to-month,2,paypal,0,1
CUST_02164,11.5,81.68,month-to-month,0,paypal,0,0
CUST_02165,69.6,64.21,two-year,2,credit_card,0,0
CUST_02166,18.1,63.97,month-to-month,4,credit_card,0,1
CUST_02167,2.4,59.82,one-year,1,paypal,0,0
CUST_02168,20.3,49.64,two-year,2,paypal,0,1
CUST_02169,7.1,64.36,two-year,1,credit_card,0,0
CUST_02170,20.9,69.51,month-to-month,3,direct_debit,0,1
CUST_02171,1.3,25.06,two-year,2,direct_debit,0,1
CUST_02172,3.5,49.22,month-to-month,2,direct_debit,0,0
CUST_02173,34.9,54.9,month-to-month,2,credit_card,0,1
CUST_02174,4.6,65.12,two-year,2,paypal,0,1
CUST_02175,32.7,83.87,month-to-month,2,direct_debit,0,1
CUST_02176,5.9,44.57,month-to-month,2,credit_card,0,0
CUST_02177,18.5,50.04,month-to-month,3,direct_debit,0,1
CUST_02178,21.3,49.75,one-year,5,direct_debit,0,0
CUST_02179,12.9,43.97,month-to-month,4,paypal,0,0
CUST_02180,6.6,53.06,one-year,1,credit_card,0,0
CUST_02181,4.3,75.42,two-year,2,paypal,1,0
CUST_02182,0.6,38.92,one-year,0,credit_card,0,1
CUST_02183,6.5,68.56,month-to-month,0,direct_debit,1,1
CUST_02184,19.1,25.96,two-year,2,direct_debit,1,1
CUST_02185,50.1,48.77,month-to-month,0,credit_card,0,1
CUST_02186,36.9,53.41,month-to-month,2,direct_debit,1,1
CUST_02187,26.1,93.5,month-to-month,5,paypal,0,1
CUST_02188,28.0,54.5,month-to-month,1,direct_debit,0,0
CUST_02189,19.7,15.98,month-to-month,3,direct_debit,0,1
CUST_02190,5.4,20.02,month-to-month,2,credit_card,0,0
CUST_02191,42.8,60.68,month-to-month,4,credit_card,0,1
CUST_02192,20.0,72.28,month-to-month,2,credit_card,0,1
CUST_02193,14.8,67.51,one-year,5,paypal,0,1
CUST_02194,2.1,63.35,one-year,2,direct_debit,0,1
CUST_02195,10.7,83.25,one-year,4,paypal,0,0
CUST_02196,11.1,49.21,month-to-month,2,credit_card,0,1
CUST_02197,36.0,77.9,month-to-month,0,direct_debit,1,1
CUST_02198,14.2,27.36,two-year,4,credit_card,0,1
CUST_02199,8.6,41.9,month-to-month,1,direct_debit,0,1
CUST_02200,67.7,23.86,two-year,1,credit_card,0,1
CUST_02201,2.1,54.5,month-to-month,6,credit_card,1,1
CUST_02202,9.9,59.07,two-year,2,direct_debit,0,1
CUST_02203,0.8,62.28,month-to-month,1,credit_card,1,1
CUST_02204,24.2,61.24,month-to-month,1,direct_debit,0,1
CUST_02205,45.0,41.45,one-year,5,direct_debit,0,0
CUST_02206,5.9,56.2,month-to-month,3,direct_debit,1,1
CUST_02207,35.2,30.05,month-to-month,3,paypal,1,1
CUST_02208,6.2,87.26,month-to-month,1,credit_card,0,1
CUST_02209,43.5,53.93,one-year,3,direct_debit,0,1
CUST_02210,25.2,50.22,month-to-month,0,paypal,1,1
CUST_02211,29.4,91.78,month-to-month,0,direct_debit,0,1
CUST_02212,0.3,35.16,month-to-month,5,credit_card,0,1
CUST_02213,59.3,37.49,month-to-month,0,paypal,0,1
CUST_02214,23.3,38.08,one-year,0,credit_card,0,0
CUST_02215,6.5,58.64,month-to-month,3,credit_card,1,0
CUST_02216,31.8,68.63,month-to-month,2,credit_card,0,1
CUST_02217,6.0,74.79,month-to-month,2,credit_card,1,1
CUST_02218,37.1,111.44,month-to-month,3,credit_card,0,1
CUST_02219,2.1,15.01,month-to-month,3,credit_card,0,0
CUST_02220,21.9,72.17,month-to-month,2,credit_card,0,0
CUST_02221,14.0,48.86,month-to-month,5,credit_card,1,1
CUST_02222,1.8,48.27,two-year,3,credit_card,1,1
CUST_02223,5.0,47.6,month-to-month,0,direct_debit,1,0
CUST_02224,0.2,41.82,one-year,5,credit_card,0,0
CUST_02225,11.4,93.69,month-to-month,2,credit_card,1,1
CUST_02226,6.5,76.85,month-to-month,3,credit_card,1,0
CUST_02227,16.4,60.46,month-to-month,0,credit_card,0,1
CUST_02228,6.3,87.02,month-to-month,1,credit_card,0,1
CUST_02229,6.4,29.75,two-year,2,credit_card,0,1
CUST_02230,24.5,33.39,two-year,2,direct_debit,0,1
CUST_02231,0.9,16.44,one-year,1,direct_debit,1,0
CUST_02232,42.0,46.01,one-year,2,paypal,0,0
CUST_02233,34.4,63.23,month-to-month,3,direct_debit,0,0
CUST_02234,19.8,62.06,month-to-month,2,direct_debit,0,1
CUST_02235,16.2,62.99,two-year,1,credit_card,0,1
CUST_02236,40.1,31.78,one-year,2,direct_debit,1,1
CUST_02237,3.7,76.06,month-to-month,1,credit_card,0,1
CUST_02238,1.5,64.79,month-to-month,2,direct_debit,0,0
CUST_02239,4.9,74.66,month-to-month,0,credit_card,1,1
CUST_02240,28.5,22.14,two-year,4,direct_debit,1,0
CUST_02241,0.6,66.23,month-to-month,1,paypal,0,1
CUST_02242,15.7,36.24,month-to-month,3,paypal,0,1
CUST_02243,72.0,52.05,month-to-month,1,credit_card,0,0
CUST_02244,34.8,70.69,one-year,2,credit_card,1,1
CUST_02245,13.3,61.82,month-to-month,1,paypal,1,0
CUST_02246,1.2,42.97,one-year,0,direct_debit,0,0
CUST_02247,32.0,60.13,month-to-month,0,direct_debit,0,1
CUST_02248,16.4,29.37,two-year,1,direct_debit,0,1
CUST_02249,2.2,83.01,one-year,3,direct_debit,0,0
CUST_02250,1.8,55.89,month-to-month,3,paypal,0,1
CUST_02251,43.3,82.37,month-to-month,1,direct_debit,0,0
CUST_02252,19.9,49.47,month-to-month,0,direct_debit,0,1
CUST_02253,31.8,49.53,month-to-month,1,direct_debit,1,1
CUST_02254,38.0,44.72,two-year,1,paypal,0,0
CUST_02255,15.3,77.52,month-to-month,0,direct_debit,1,1
CUST_02256,13.1,45.81,month-to-month,0,direct_debit,0,1
CUST_02257,10.1,72.89,month-to-month,0,paypal,1,1
CUST_02258,6.9,52.35,month-to-month,2,direct_debit,0,1
CUST_02259,10.3,20.48,two-year,0,credit_card,0,0
CUST_02260,26.8,48.59,month-to-month,2,direct_debit,0,1
CUST_02261,16.6,36.42,two-year,2,direct_debit,0,1
CUST_02262,40.1,60.68,two-year,1,credit_card,1,0
CUST_02263,10.5,36.19,month-to-month,4,direct_debit,0,1
CUST_02264,16.8,78.52,month-to-month,3,direct_debit,0,1
CUST_02265,18.0,58.18,two-year,1,direct_debit,0,0
CUST_02266,16.1,56.45,month-to-month,2,direct_debit,1,1
CUST_02267,21.8,73.12,month-to-month,1,direct_debit,0,1
CUST_02268,4.9,79.28,month-to-month,5,paypal,0,1
CUST_02269,12.9,59.6,month-to-month,5,credit_card,1,0
CUST_02270,2.0,44.58,one-year,1,credit_card,0,1
CUST_02271,8.7,24.52,month-to-month,3,credit_card,0,1
CUST_02272,12.0,46.28,month-to-month,3,direct_debit,0,0
CUST_02273,19.0,47.66,two-year,3,credit_card,0,1
CUST_02274,54.1,62.14,one-year,2,credit_card,0,0
CUST_02275,16.5,53.1,month-to-month,3,direct_debit,0,1
CUST_02276,24.5,73.76,one-year,2,credit_card,1,0
CUST_02277,12.7,47.74,month-to-month,0,direct_debit,1,0
CUST_02278,18.1,58.86,one-year,2,direct_debit,1,0
CUST_02279,1.3,83.68,month-to-month,4,direct_debit,0,1
CUST_02280,5.3,66.84,month-to-month,0,credit_card,0,0
CUST_02281,8.1,58.8,one-year,4,direct_debit,1,1
CUST_02282,11.5,47.96,month-to-month,0,credit_card,0,0
CUST_02283,0.8,47.34,two-year,2,paypal,1,1
CUST_02284,2.7,42.99,month-to-month,0,paypal,0,1
CUST_02285,5.8,49.18,two-year,0,credit_card,1,1
CUST_02286,64.1,75.11,two-year,1,credit_card,1,1
CUST_02287,7.2,55.56,month-to-month,3,credit_card,0,1
CUST_02288,11.8,33.0,one-year,4,credit_card,0,0
CUST_02289,3.9,95.36,month-to-month,1,direct_debit,0,1
CUST_02290,17.0,66.4,two-year,1,direct_debit,0,0
CUST_02291,5.9,31.86,month-to-month,1,credit_card,0,1
CUST_02292,4.2,51.16,one-year,3,direct_debit,0,1
CUST_02293,13.1,62.22,month-to-month,0,paypal,0,1
CUST_02294,0.1,94.09,month-to-month,6,direct_debit,0,1
CUST_02295,0.1,37.84,month-to-month,0,credit_card,0,1
CUST_02296,4.5,79.52,month-to-month,0,direct_debit,0,0
CUST_02297,0.7,87.99,one-year,1,direct_debit,0,1
CUST_02298,2.1,47.43,one-year,4,paypal,1,0
CUST_02299,7.4,54.45,one-year,0,credit_card,1,1
CUST_02300,29.2,39.27,month-to-month,3,credit_card,0,0
CUST_02301,15.3,55.93,month-to-month,3,direct_debit,0,1
CUST_02302,12.9,59.27,month-to-month,0,direct_debit,1,0
CUST_02303,6.3,73.19,one-year,0,direct_debit,0,1
CUST_02304,48.3,81.8,two-year,0,credit_card,0,1
CUST_02305,9.1,45.04,month-to-month,2,direct_debit,0,1
CUST_02306,1.6,20.65,month-to-month,2,credit_card,0,1
CUST_02307,17.3,59.58,month-to-month,3,credit_card,0,1
CUST_02308,2.2,65.87,one-year,1,direct_debit,1,1
CUST_02309,7.6,64.99,one-year,1,credit_card,0,0
CUST_02310,12.7,53.47,one-year,3,credit_card,1,1
CUST_02311,37.3,62.5,month-to-month,0,direct_debit,0,1
CUST_02312,12.2,90.31,one-year,3,direct_debit,1,1
CUST_02313,21.8,67.63,one-year,1,credit_card,0,0
CUST_02314,72.0,52.53,month-to-month,1,direct_debit,0,1
CUST_02315,2.5,50.0,month-to-month,2,credit_card,1,1
CUST_02316,5.8,56.6,month-to-month,3,credit_card,1,1
CUST_02317,9.0,92.73,month-to-month,2,direct_debit,0,1
CUST_02318,9.9,56.33,two-year,1,credit_card,1,1
CUST_02319,9.5,59.6,month-to-month,2,paypal,0,0
CUST_02320,42.9,50.35,one-year,4,credit_card,1,1
CUST_02321,22.5,81.98,month-to-month,1,direct_debit,1,1
CUST_02322,16.9,99.2,month-to-month,0,paypal,0,0
CUST_02323,6.7,69.01,month-to-month,2,paypal,0,1
CUST_02324,31.2,61.66,month-to-month,1,credit_card,0,0
CUST_02325,55.8,60.74,month-to-month,1,paypal,1,0
CUST_02326,31.0,12.31,month-to-month,4,paypal,0,0
CUST_02327,0.0,74.9,month-to-month,2,credit_card,0,1
CUST_02328,18.2,62.68,month-to-month,0,direct_debit,0,1
CUST_02329,0.9,68.57,month-to-month,3,credit_card,1,0
CUST_02330,5.4,45.77,month-to-month,1,direct_debit,0,1
CUST_02331,1.1,52.31,month-to-month,2,direct_debit,1,1
CUST_02332,16.7,51.78,two-year,2,credit_card,1,1
CUST_02333,20.9,80.43,month-to-month,0,direct_debit,0,1
CUST_02334,2.2,52.42,one-year,0,credit_card,0,0
CUST_02335,8.7,101.65,month-to-month,2,paypal,1,0
CUST_02336,11.0,68.62,one-year,2,credit_card,0,1
CUST_02337,8.3,34.49,month-to-month,3,direct_debit,1,0
CUST_02338,2.3,57.43,two-year,3,credit_card,1,1
CUST_02339,9.8,46.97,month-to-month,1,credit_card,0,0
CUST_02340,25.0,16.11,one-year,2,direct_debit,0,1
CUST_02341,1.3,91.99,month-to-month,1,credit_card,0,1
CUST_02342,1.5,74.06,month-to-month,1,direct_debit,0,1
CUST_02343,7.9,70.66,one-year,0,paypal,0,1
CUST_02344,51.2,63.31,month-to-month,2,credit_card,0,1
CUST_02345,19.9,32.36,month-to-month,1,paypal,0,1
CUST_02346,20.4,50.33,month-to-month,2,credit_card,0,0
CUST_02347,8.1,76.84,one-year,1,credit_card,0,0
CUST_02348,16.2,38.98,two-year,0,credit_card,1,0
CUST_02349,0.2,10.0,month-to-month,3,paypal,0,0
CUST_02350,18.2,55.46,one-year,2,credit_card,0,0
CUST_02351,44.0,57.16,month-to-month,3,paypal,1,0
CUST_02352,17.1,62.71,month-to-month,1,paypal,0,1
CUST_02353,37.2,74.57,two-year,2,credit_card,1,0
CUST_02354,23.2,72.75,two-year,7,direct_debit,0,1
CUST_02355,2.3,65.18,one-year,0,direct_debit,1,1
CUST_02356,41.9,83.91,month-to-month,3,credit_card,0,1
CUST_02357,1.2,29.62,month-to-month,2,credit_card,1,1
CUST_02358,13.7,70.09,month-to-month,4,credit_card,1,0
CUST_02359,2.8,72.53,month-to-month,1,direct_debit,0,0
CUST_02360,0.2,35.21,month-to-month,0,direct_debit,0,0
CUST_02361,9.9,29.94,one-year,4,credit_card,1,0
CUST_02362,6.3,45.08,two-year,3,credit_card,0,1
CUST_02363,12.0,46.77,month-to-month,2,paypal,1,0
CUST_02364,15.5,75.07,month-to-month,0,credit_card,0,1
CUST_02365,0.8,47.71,two-year,2,direct_debit,1,1
CUST_02366,2.4,42.87,month-to-month,2,credit_card,0,0
CUST_02367,14.7,47.77,one-year,0,paypal,0,0
CUST_02368,7.6,82.37,month-to-month,2,paypal,0,0
CUST_02369,23.5,60.26,month-to-month,2,credit_card,0,1
CUST_02370,19.0,56.41,two-year,3,credit_card,0,0
CUST_02371,33.6,57.8,month-to-month,3,direct_debit,0,1
CUST_02372,21.2,85.84,month-to-month,2,credit_card,0,1
CUST_02373,10.1,45.02,month-to-month,2,credit_card,1,1
CUST_02374,20.1,86.31,two-year,2,direct_debit,0,1
CUST_02375,5.8,64.21,two-year,3,credit_card,1,1
CUST_02376,6.6,56.79,month-to-month,3,credit_card,0,1
CUST_02377,28.0,110.02,month-to-month,2,direct_debit,0,0
CUST_02378,10.6,38.89,one-year,3,direct_debit,0,1
CUST_02379,28.8,52.93,month-to-month,1,credit_card,0,1
CUST_02380,31.1,35.35,one-year,3,direct_debit,0,1
CUST_02381,35.1,79.05,month-to-month,3,direct_debit,0,0
CUST_02382,44.7,93.78,month-to-month,2,direct_debit,0,0
CUST_02383,10.1,93.4,one-year,6,credit_card,0,1
CUST_02384,6.9,84.48,month-to-month,0,credit_card,0,1
CUST_02385,15.7,56.05,two-year,0,paypal,0,0
CUST_02386,8.4,52.7,month-to-month,0,paypal,0,1
CUST_02387,16.5,26.58,month-to-month,1,direct_debit,0,1
CUST_02388,22.0,100.72,two-year,1,credit_card,0,1
CUST_02389,21.0,69.38,month-to-month,1,direct_debit,0,1
CUST_02390,8.4,50.16,one-year,1,paypal,0,0
CUST_02391,3.3,86.56,month-to-month,5,credit_card,0,1
CUST_02392,10.1,40.54,one-year,4,credit_card,0,1
CUST_02393,2.8,68.13,one-year,3,direct_debit,0,0
